i,doi,k,T,c,salt,c_unit,solvent_ratio_type,EC,PC,DMC,EMC,DEC,DME,DMSO,AN,MOEMC,TFP,EA,MA,FEC,DOL,MeTHF_2,DMM,Freon_11,Methylene_chloride,THF,Toluene,Sulfolane,Glyme_2,Glyme_3,Glyme_4,Me_3_Oxazolidinone_2,MeSulfolane_3,Ethyldiglyme,DMF,Ethylbenzene,Ethylmonoglyme,Benzene,g_Butyrolactone,Cumene,Propylsulfone,Pseudocumeme,TEOS,m_Xylene,o_Xylene
360,10.1016/S0378-7753(01)00697-8,0.346900385,248.15,0.201429182,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
361,10.1016/S0378-7753(01)00697-8,0.428241617,258.15,0.198827338,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
362,10.1016/S0378-7753(01)00697-8,0.505075429,268.15,0.19841202,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
363,10.1016/S0378-7753(01)00697-8,0.586441092,278.15,0.200134368,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
364,10.1016/S0378-7753(01)00697-8,0.658755268,288.15,0.19974348,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
365,10.1016/S0378-7753(01)00697-8,0.735576864,298.15,0.197166066,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
366,10.1016/S0378-7753(01)00697-8,0.481011421,248.15,0.339082636,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
367,10.1016/S0378-7753(01)00697-8,0.582703231,258.15,0.338532951,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
368,10.1016/S0378-7753(01)00697-8,0.704745618,268.15,0.340035424,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
369,10.1016/S0378-7753(01)00697-8,0.822268369,278.15,0.341562328,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
370,10.1016/S0378-7753(01)00697-8,0.94427411,288.15,0.336578513,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
371,10.1016/S0378-7753(01)00697-8,1.064032248,298.15,0.33376901,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
372,10.1016/S0378-7753(01)00697-8,0.542600623,248.15,0.440371343,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
373,10.1016/S0378-7753(01)00697-8,0.666890613,258.15,0.439699505,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
374,10.1016/S0378-7753(01)00697-8,0.818286203,268.15,0.436718989,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
375,10.1016/S0378-7753(01)00697-8,0.965186588,278.15,0.438087095,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
376,10.1016/S0378-7753(01)00697-8,1.100775667,288.15,0.437354181,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
377,10.1016/S0378-7753(01)00697-8,1.247639406,298.15,0.432235998,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
378,10.1016/S0378-7753(01)00697-8,0.565528614,248.15,0.498625786,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
379,10.1016/S0378-7753(01)00697-8,0.712428999,258.15,0.499993892,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
380,10.1016/S0378-7753(01)00697-8,0.868344225,268.15,0.496988945,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
381,10.1016/S0378-7753(01)00697-8,1.024283882,278.15,0.49830819,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
382,10.1016/S0378-7753(01)00697-8,1.182471142,288.15,0.497453124,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
383,10.1016/S0378-7753(01)00697-8,1.342906004,298.15,0.494423746,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
384,10.1016/S0378-7753(01)00697-8,0.623819703,248.15,0.816148537,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
385,10.1016/S0378-7753(01)00697-8,0.811409027,258.15,0.819458865,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
386,10.1016/S0378-7753(01)00697-8,0.99894949,268.15,0.814120809,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
387,10.1016/S0378-7753(01)00697-8,1.227203323,278.15,0.815049166,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
388,10.1016/S0378-7753(01)00697-8,1.441886032,288.15,0.813888719,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
389,10.1016/S0378-7753(01)00697-8,1.66333598,298.15,0.81052953,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
390,10.1016/S0378-7753(01)00697-8,0.59341599,248.15,1.03469126,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
391,10.1016/S0378-7753(01)00697-8,0.77873328,258.15,1.035851707,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
392,10.1016/S0378-7753(01)00697-8,0.988896354,268.15,1.03471569,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
393,10.1016/S0378-7753(01)00697-8,1.230696879,278.15,1.033408661,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
394,10.1016/S0378-7753(01)00697-8,1.472485189,288.15,1.029939535,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
395,10.1016/S0378-7753(01)00697-8,1.739168143,298.15,1.032822329,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
396,10.1016/S0378-7753(01)00697-8,1.010126428,278.15,1.592438771,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
397,10.1016/S0378-7753(01)00697-8,1.276809381,288.15,1.595321566,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
398,10.1016/S0378-7753(01)00697-8,1.606730593,298.15,1.591376046,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
399,10.1016/S0378-7753(01)00697-8,0.208489587,248.15,0.102717889,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
400,10.1016/S0378-7753(01)00697-8,0.244646674,258.15,0.102522445,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
401,10.1016/S0378-7753(01)00697-8,0.292115067,268.15,0.104428022,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
402,10.1016/S0378-7753(01)00697-8,0.335027179,278.15,0.09987174,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
403,10.1016/S0378-7753(01)00697-8,0.375703903,288.15,0.099651866,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
404,10.1016/S0378-7753(01)00697-8,0.411873206,298.15,0.101618518,LiAsF6,mol/kg,w,0.0,0.32,0.0,0.0,0.0,0.68,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12491,10.1016/0378-7753(91)80004-H,0.28,213.15,1.0,LiAsF6,mol/l,v,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12521,10.1016/0378-7753(91)80004-H,0.57,223.15,1.0,LiAsF6,mol/l,v,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12551,10.1016/0378-7753(91)80004-H,1.07,233.15,1.0,LiAsF6,mol/l,v,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12581,10.1016/0378-7753(91)80004-H,3.35,243.15,1.0,LiAsF6,mol/l,v,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12582,10.1016/0378-7753(91)80004-H,0.01,243.15,4.0,LiAsF6,mol/l,v,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12583,10.1016/0378-7753(91)80004-H,3.28,243.15,1.0,LiAsF6,mol/l,v,0.0,0.5,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12584,10.1016/0378-7753(91)80004-H,0.01,243.15,4.0,LiAsF6,mol/l,v,0.0,0.5,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12610,10.1016/0378-7753(91)80004-H,5.27,253.15,1.0,LiAsF6,mol/l,v,0.5,0.0,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12611,10.1016/0378-7753(91)80004-H,5.02,253.15,1.0,LiAsF6,mol/l,v,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12612,10.1016/0378-7753(91)80004-H,0.01,253.15,4.0,LiAsF6,mol/l,v,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12613,10.1016/0378-7753(91)80004-H,4.43,253.15,1.0,LiAsF6,mol/l,v,0.0,0.5,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12614,10.1016/0378-7753(91)80004-H,0.08,253.15,4.0,LiAsF6,mol/l,v,0.0,0.5,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12640,10.1016/0378-7753(91)80004-H,7.23,263.15,1.0,LiAsF6,mol/l,v,0.5,0.0,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12641,10.1016/0378-7753(91)80004-H,7.02,263.15,1.0,LiAsF6,mol/l,v,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12642,10.1016/0378-7753(91)80004-H,0.22,263.15,4.0,LiAsF6,mol/l,v,0.25,0.25,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12643,10.1016/0378-7753(91)80004-H,6.24,263.15,1.0,LiAsF6,mol/l,v,0.0,0.5,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
12644,10.1016/0378-7753(91)80004-H,0.27,263.15,4.0,LiAsF6,mol/l,v,0.0,0.5,0.0,0.0,0.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
